firstName,lastName,playerteamCity,playerteamName,opponentteamCity,opponentteamName,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,threePointersAttempted,threePointersMade,freeThrowsAttempted,freeThrowsMade,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,startingPosition,gameDate
Josh,Hart,New York,Knicks,San Antonio,Spurs,1.0,0.0,18.183333333333334,0.0,4.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,6.0,5.0,2.0,-3.0,F,2026-06-05 20:30:00
Landry,Shamet,New York,Knicks,San Antonio,Spurs,1.0,0.0,30.15,13.0,2.0,1.0,0.0,12.0,5.0,7.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,9.0,,2026-06-05 20:30:00
Kelly,Olynyk,San Antonio,Spurs,New York,Knicks,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-05 20:30:00
Dylan,Harper,San Antonio,Spurs,New York,Knicks,0.0,1.0,32.266666666666666,15.0,3.0,0.0,1.0,12.0,6.0,3.0,0.0,4.0,3.0,5.0,1.0,6.0,3.0,2.0,12.0,,2026-06-05 20:30:00
Ariel,Hukporti,New York,Knicks,San Antonio,Spurs,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-05 20:30:00
Lindy,Waters III,San Antonio,Spurs,New York,Knicks,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-05 20:30:00
De'Aaron,Fox,San Antonio,Spurs,New York,Knicks,0.0,1.0,37.91666666666666,7.0,5.0,0.0,1.0,13.0,3.0,4.0,0.0,2.0,1.0,4.0,0.0,4.0,5.0,3.0,0.0,G,2026-06-03 20:30:00
Bismack,Biyombo,San Antonio,Spurs,New York,Knicks,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Stephon,Castle,San Antonio,Spurs,New York,Knicks,0.0,1.0,34.45,17.0,3.0,0.0,0.0,16.0,7.0,5.0,1.0,2.0,2.0,5.0,3.0,8.0,3.0,2.0,-9.0,G,2026-06-03 20:30:00
Victor,Wembanyama,San Antonio,Spurs,New York,Knicks,0.0,1.0,37.8,26.0,2.0,3.0,1.0,21.0,6.0,9.0,2.0,13.0,12.0,9.0,3.0,12.0,2.0,6.0,-3.0,C,2026-06-03 20:30:00
Tyler,Kolek,New York,Knicks,San Antonio,Spurs,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Jordan,McLaughlin,San Antonio,Spurs,New York,Knicks,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Jalen,Brunson,New York,Knicks,San Antonio,Spurs,1.0,0.0,37.05,30.0,2.0,0.0,0.0,31.0,12.0,9.0,2.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,6.0,G,2026-06-03 20:30:00
Jeremy,Sochan,New York,Knicks,San Antonio,Spurs,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Jordan,Clarkson,New York,Knicks,San Antonio,Spurs,1.0,0.0,5.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,,2026-06-03 20:30:00
Carter,Bryant,San Antonio,Spurs,New York,Knicks,0.0,1.0,4.433333333333334,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-4.0,,2026-06-03 20:30:00
Josh,Hart,New York,Knicks,San Antonio,Spurs,1.0,0.0,26.78333333333333,3.0,6.0,1.0,4.0,5.0,1.0,3.0,0.0,1.0,1.0,13.0,2.0,15.0,4.0,0.0,22.0,F,2026-06-03 20:30:00
Mohamed,Diawara,New York,Knicks,San Antonio,Spurs,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Keldon,Johnson,San Antonio,Spurs,New York,Knicks,0.0,1.0,8.333333333333334,3.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,2026-06-03 20:30:00
Harrison,Barnes,San Antonio,Spurs,New York,Knicks,0.0,1.0,12.133333333333333,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,-2.0,,2026-06-03 20:30:00
Karl-Anthony,Towns,New York,Knicks,San Antonio,Spurs,1.0,0.0,34.36666666666667,18.0,4.0,1.0,0.0,15.0,7.0,2.0,0.0,4.0,4.0,8.0,4.0,12.0,4.0,2.0,14.0,C,2026-06-03 20:30:00
Julian,Champagnie,San Antonio,Spurs,New York,Knicks,0.0,1.0,31.216666666666665,16.0,1.0,1.0,0.0,11.0,5.0,10.0,5.0,2.0,1.0,7.0,3.0,10.0,2.0,0.0,-8.0,F,2026-06-03 20:30:00
Landry,Shamet,New York,Knicks,San Antonio,Spurs,1.0,0.0,33.266666666666666,13.0,0.0,0.0,0.0,9.0,5.0,6.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,-10.0,,2026-06-03 20:30:00
Luke,Kornet,San Antonio,Spurs,New York,Knicks,0.0,1.0,10.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,-7.0,,2026-06-03 20:30:00
Dylan,Harper,San Antonio,Spurs,New York,Knicks,0.0,1.0,27.516666666666666,16.0,1.0,0.0,1.0,10.0,6.0,4.0,1.0,3.0,3.0,8.0,0.0,8.0,2.0,1.0,-5.0,,2026-06-03 20:30:00
Mikal,Bridges,New York,Knicks,San Antonio,Spurs,1.0,0.0,28.2,9.0,3.0,0.0,2.0,6.0,3.0,0.0,0.0,4.0,3.0,1.0,2.0,3.0,3.0,1.0,11.0,G,2026-06-03 20:30:00
Kelly,Olynyk,San Antonio,Spurs,New York,Knicks,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Mitchell,Robinson,New York,Knicks,San Antonio,Spurs,1.0,0.0,13.15,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,6.0,1.0,0.0,-4.0,,2026-06-03 20:30:00
Miles,McBride,New York,Knicks,San Antonio,Spurs,1.0,0.0,19.466666666666665,6.0,4.0,1.0,0.0,7.0,2.0,6.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,11.0,,2026-06-03 20:30:00
Lindy,Waters III,San Antonio,Spurs,New York,Knicks,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Mason,Plumlee,San Antonio,Spurs,New York,Knicks,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Ariel,Hukporti,New York,Knicks,San Antonio,Spurs,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
OG,Anunoby,New York,Knicks,San Antonio,Spurs,1.0,0.0,31.116666666666667,17.0,0.0,1.0,1.0,12.0,5.0,6.0,3.0,4.0,4.0,3.0,0.0,3.0,0.0,0.0,-6.0,F,2026-06-03 20:30:00
Devin,Vassell,San Antonio,Spurs,New York,Knicks,0.0,1.0,36.016666666666666,9.0,3.0,0.0,0.0,11.0,4.0,6.0,1.0,0.0,0.0,5.0,4.0,9.0,1.0,1.0,-13.0,F,2026-06-03 20:30:00
Pacome,Dadiet,New York,Knicks,San Antonio,Spurs,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-06-03 20:30:00
Jose,Alvarado,New York,Knicks,San Antonio,Spurs,1.0,0.0,10.95,7.0,1.0,0.0,1.0,6.0,3.0,3.0,1.0,0.0,0.0,4.0,0.0,4.0,3.0,1.0,4.0,,2026-06-03 20:30:00
Devin,Vassell,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,33.4,11.0,3.0,0.0,2.0,14.0,4.0,6.0,1.0,2.0,2.0,5.0,1.0,6.0,1.0,0.0,0.0,F,2026-05-30 20:00:00
Kenrich,Williams,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,4.333333333333333,2.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,,2026-05-30 20:00:00
Nikola,Topic,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Julian,Champagnie,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,37.5,20.0,1.0,0.0,1.0,11.0,6.0,10.0,6.0,3.0,2.0,5.0,1.0,6.0,2.0,1.0,16.0,F,2026-05-30 20:00:00
Bismack,Biyombo,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Harrison,Barnes,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,3.4166666666666665,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,,2026-05-30 20:00:00
De'Aaron,Fox,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,35.666666666666664,15.0,5.0,0.0,3.0,12.0,6.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,G,2026-05-30 20:00:00
Jaylin,Williams,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,25.566666666666663,11.0,4.0,0.0,0.0,9.0,5.0,3.0,1.0,0.0,0.0,7.0,3.0,10.0,4.0,0.0,10.0,,2026-05-30 20:00:00
Jordan,McLaughlin,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Isaiah,Joe,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Kelly,Olynyk,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Lindy,Waters III,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Cason,Wallace,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,36.21666666666667,17.0,4.0,1.0,2.0,10.0,6.0,9.0,5.0,0.0,0.0,5.0,2.0,7.0,2.0,2.0,-3.0,G,2026-05-30 20:00:00
Shai,Gilgeous-Alexander,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,42.96666666666667,35.0,9.0,1.0,3.0,21.0,12.0,5.0,2.0,11.0,9.0,3.0,1.0,4.0,1.0,3.0,-7.0,G,2026-05-30 20:00:00
Stephon,Castle,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,35.733333333333334,16.0,6.0,0.0,1.0,15.0,7.0,3.0,0.0,3.0,2.0,2.0,4.0,6.0,4.0,6.0,1.0,G,2026-05-30 20:00:00
Luguentz,Dort,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,15.833333333333334,3.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,-9.0,F,2026-05-30 20:00:00
Dylan,Harper,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,27.05,12.0,3.0,0.0,0.0,8.0,5.0,3.0,2.0,0.0,0.0,4.0,3.0,7.0,1.0,2.0,9.0,,2026-05-30 20:00:00
Mason,Plumlee,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Carter,Bryant,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,3.033333333333333,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,,2026-05-30 20:00:00
Isaiah,Hartenstein,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,20.616666666666667,7.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,1.0,1.0,3.0,2.0,5.0,2.0,2.0,-14.0,C,2026-05-30 20:00:00
Aaron,Wiggins,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2026-05-30 20:00:00
Victor,Wembanyama,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,41.9,22.0,2.0,1.0,1.0,15.0,7.0,5.0,3.0,7.0,5.0,6.0,1.0,7.0,5.0,1.0,7.0,C,2026-05-30 20:00:00
Keldon,Johnson,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,16.2,11.0,1.0,0.0,1.0,8.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,0.0,6.0,,2026-05-30 20:00:00
Alex,Caruso,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,38.583333333333336,12.0,4.0,1.0,0.0,14.0,3.0,6.0,1.0,6.0,5.0,5.0,0.0,5.0,1.0,3.0,-5.0,,2026-05-30 20:00:00
Jared,McCain,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,23.066666666666663,12.0,0.0,0.0,1.0,12.0,5.0,7.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-8.0,,2026-05-30 20:00:00
Luke,Kornet,San Antonio,Spurs,Oklahoma City,Thunder,1.0,0.0,6.1,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,4.0,0.0,0.0,1.0,,2026-05-30 20:00:00
Chet,Holmgren,Oklahoma City,Thunder,San Antonio,Spurs,0.0,1.0,32.81666666666667,4.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,-3.0,F,2026-05-30 20:00:00
Isaiah,Joe,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,16.016666666666666,3.0,2.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,-6.0,,2026-05-28 20:30:00
Kelly,Olynyk,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,5.25,6.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,,2026-05-28 20:30:00
Keldon,Johnson,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,17.55,9.0,0.0,0.0,1.0,7.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,7.0,,2026-05-28 20:30:00
Stephon,Castle,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,31.9,17.0,9.0,0.0,1.0,10.0,5.0,2.0,0.0,8.0,7.0,3.0,2.0,5.0,3.0,1.0,13.0,G,2026-05-28 20:30:00
Shai,Gilgeous-Alexander,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,28.28333333333333,15.0,4.0,0.0,0.0,18.0,6.0,5.0,0.0,3.0,3.0,1.0,0.0,1.0,1.0,2.0,-28.0,G,2026-05-28 20:30:00
Jordan,McLaughlin,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,7.433333333333334,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,0.0,,2026-05-28 20:30:00
Lindy,Waters III,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,6.283333333333333,2.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,2026-05-28 20:30:00
De'Aaron,Fox,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,25.55,5.0,7.0,0.0,0.0,9.0,1.0,3.0,0.0,4.0,3.0,5.0,0.0,5.0,2.0,0.0,17.0,G,2026-05-28 20:30:00
Victor,Wembanyama,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,28.416666666666668,28.0,2.0,3.0,2.0,21.0,10.0,9.0,4.0,4.0,4.0,6.0,4.0,10.0,0.0,3.0,13.0,C,2026-05-28 20:30:00
Mason,Plumlee,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,4.566666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,,2026-05-28 20:30:00
Kenrich,Williams,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,14.9,7.0,2.0,0.0,0.0,8.0,2.0,4.0,1.0,2.0,2.0,5.0,1.0,6.0,1.0,1.0,-6.0,,2026-05-28 20:30:00
Alex,Caruso,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,21.133333333333333,7.0,0.0,0.0,1.0,7.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-4.0,,2026-05-28 20:30:00
Carter,Bryant,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,7.916666666666667,2.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,1.0,2.0,,2026-05-28 20:30:00
Dylan,Harper,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,22.066666666666663,18.0,4.0,0.0,0.0,9.0,6.0,3.0,2.0,4.0,4.0,6.0,0.0,6.0,1.0,1.0,19.0,,2026-05-28 20:30:00
Jared,McCain,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,27.0,13.0,6.0,0.0,2.0,11.0,4.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,1.0,2.0,-14.0,G,2026-05-28 20:30:00
Julian,Champagnie,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,25.116666666666667,10.0,2.0,2.0,1.0,8.0,4.0,6.0,2.0,0.0,0.0,5.0,1.0,6.0,2.0,1.0,24.0,F,2026-05-28 20:30:00
Jaylin,Williams,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,25.633333333333333,4.0,2.0,0.0,0.0,6.0,2.0,4.0,0.0,0.0,0.0,9.0,0.0,9.0,4.0,0.0,-1.0,,2026-05-28 20:30:00
Bismack,Biyombo,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,5.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,2026-05-28 20:30:00
Aaron,Wiggins,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,7.433333333333334,5.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2026-05-28 20:30:00
Harrison,Barnes,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,13.383333333333333,6.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0,,2026-05-28 20:30:00
Jalen,Williams,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,10.15,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,-18.0,,2026-05-28 20:30:00
Luke,Kornet,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,13.3,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,13.0,,2026-05-28 20:30:00
Nikola,Topic,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,6.283333333333333,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,,2026-05-28 20:30:00
Devin,Vassell,San Antonio,Spurs,Oklahoma City,Thunder,1.0,1.0,26.016666666666666,12.0,2.0,2.0,1.0,7.0,4.0,7.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,18.0,F,2026-05-28 20:30:00
Luguentz,Dort,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,22.516666666666666,5.0,0.0,1.0,1.0,11.0,2.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-9.0,F,2026-05-28 20:30:00
Cason,Wallace,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,20.3,11.0,1.0,0.0,3.0,6.0,4.0,4.0,3.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,-14.0,,2026-05-28 20:30:00
Isaiah,Hartenstein,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,16.083333333333332,10.0,3.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,-25.0,C,2026-05-28 20:30:00
Chet,Holmgren,Oklahoma City,Thunder,San Antonio,Spurs,0.0,0.0,24.266666666666666,10.0,1.0,2.0,1.0,8.0,4.0,1.0,0.0,2.0,2.0,7.0,4.0,11.0,2.0,0.0,-9.0,F,2026-05-28 20:30:00
Luguentz,Dort,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,18.08333333333333,7.0,0.0,0.0,0.0,7.0,3.0,4.0,1.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,-4.0,F,2026-05-26 20:30:00
Carter,Bryant,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,5.033333333333333,7.0,0.0,0.0,0.0,5.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,-4.0,,2026-05-26 20:30:00
Shai,Gilgeous-Alexander,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,37.15,32.0,9.0,1.0,2.0,19.0,7.0,3.0,2.0,17.0,16.0,2.0,0.0,2.0,3.0,6.0,8.0,G,2026-05-26 20:30:00
Jared,McCain,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,33.45,20.0,0.0,0.0,0.0,19.0,7.0,9.0,3.0,5.0,3.0,3.0,0.0,3.0,1.0,2.0,1.0,G,2026-05-26 20:30:00
Chet,Holmgren,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,29.816666666666663,16.0,1.0,1.0,1.0,9.0,6.0,1.0,0.0,4.0,4.0,8.0,3.0,11.0,3.0,3.0,-1.0,F,2026-05-26 20:30:00
Mason,Plumlee,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,2.216666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,,2026-05-26 20:30:00
Aaron,Wiggins,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-2.0,,2026-05-26 20:30:00
Bismack,Biyombo,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,2.216666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,2026-05-26 20:30:00
Julian,Champagnie,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,30.166666666666668,22.0,1.0,0.0,3.0,15.0,8.0,8.0,4.0,3.0,2.0,5.0,3.0,8.0,4.0,2.0,-20.0,F,2026-05-26 20:30:00
Devin,Vassell,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,35.65,6.0,4.0,0.0,3.0,11.0,2.0,9.0,2.0,1.0,0.0,3.0,1.0,4.0,1.0,1.0,-2.0,F,2026-05-26 20:30:00
Keldon,Johnson,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,19.866666666666667,15.0,2.0,0.0,0.0,13.0,7.0,4.0,1.0,0.0,0.0,1.0,3.0,4.0,5.0,2.0,3.0,,2026-05-26 20:30:00
Alex,Caruso,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,28.1,22.0,6.0,0.0,3.0,10.0,5.0,8.0,4.0,8.0,8.0,1.0,1.0,2.0,2.0,2.0,18.0,,2026-05-26 20:30:00
Isaiah,Hartenstein,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,30.633333333333333,12.0,4.0,1.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,9.0,6.0,15.0,4.0,3.0,24.0,C,2026-05-26 20:30:00
Nikola,Topic,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,0.7666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,,2026-05-26 20:30:00
Kenrich,Williams,Oklahoma City,Thunder,San Antonio,Spurs,1.0,1.0,11.583333333333334,8.0,0.0,0.0,0.0,3.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,7.0,,2026-05-26 20:30:00
Victor,Wembanyama,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,37.63333333333333,20.0,1.0,3.0,2.0,15.0,4.0,5.0,0.0,12.0,12.0,5.0,1.0,6.0,2.0,2.0,-8.0,C,2026-05-26 20:30:00
Luke,Kornet,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,8.15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,-6.0,,2026-05-26 20:30:00
De'Aaron,Fox,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,32.516666666666666,9.0,8.0,0.0,3.0,15.0,4.0,4.0,0.0,2.0,1.0,3.0,1.0,4.0,3.0,1.0,-10.0,G,2026-05-26 20:30:00
Kelly,Olynyk,San Antonio,Spurs,Oklahoma City,Thunder,0.0,0.0,2.216666666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,,2026-05-26 20:30:00
